Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
8622: It is Parallelepiped: a = 3, b = 1, c = 5. SurfaceArea = 46.000000.
8623: It is Parallelepiped: a = 5, b = 1, c = 3. SurfaceArea = 46.000000.
8624: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8625: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8626: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8627: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8628: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8629: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8630: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8631: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8632: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8633: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8634: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8635: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8636: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8637: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8638: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8639: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8640: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8641: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8642: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8643: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8644: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8645: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8646: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8647: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8648: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8649: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8650: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8651: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8652: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8653: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8654: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8655: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8656: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8657: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8658: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8659: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8660: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8661: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8662: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8663: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8664: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8665: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8666: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8667: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8668: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8669: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8670: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8671: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8672: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8673: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8674: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8675: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8676: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8677: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8678: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8679: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8680: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8681: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8682: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8683: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8684: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8685: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8686: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8687: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8688: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8689: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8690: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8691: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8692: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8693: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8694: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8695: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8696: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8697: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8698: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8699: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8700: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8701: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8702: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8703: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8704: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8705: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8706: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8707: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8708: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8709: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8710: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8711: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8712: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8713: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8714: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8715: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8716: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8717: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8718: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8719: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8720: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8721: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8722: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8723: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8724: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8725: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8726: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8727: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8728: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8729: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8730: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8731: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8732: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8733: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8734: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8735: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8736: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8737: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8738: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8739: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8740: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8741: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8742: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8743: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8744: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8745: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8746: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8747: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8748: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8749: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8750: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8751: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8752: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8753: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8754: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8755: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8756: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8757: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8758: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8759: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8760: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8761: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8762: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8763: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8764: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8765: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8766: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8767: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8768: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8769: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8770: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8771: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8772: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8773: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8774: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8775: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8776: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8777: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8778: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8779: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8780: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8781: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
8782: It is Parallelepiped: a = 1, b = 10, c = 1. SurfaceArea = 42.000000.
8783: It is Parallelepiped: a = 2, b = 3, c = 3. SurfaceArea = 42.000000.
8784: It is Parallelepiped: a = 4, b = 2, c = 2. SurfaceArea = 40.000000.
8785: It is Parallelepiped: a = 6, b = 2, c = 1. SurfaceArea = 40.000000.
8786: It is Parallelepiped: a = 4, b = 3, c = 1. SurfaceArea = 38.000000.
8787: It is Parallelepiped: a = 1, b = 1, c = 9. SurfaceArea = 38.000000.
8788: It is Parallelepiped: a = 4, b = 1, c = 3. SurfaceArea = 38.000000.
8789: It is Parallelepiped: a = 3, b = 4, c = 1. SurfaceArea = 38.000000.
8790: It is Parallelepiped: a = 1, b = 4, c = 3. SurfaceArea = 38.000000.
8791: It is Parallelepiped: a = 4, b = 1, c = 3. SurfaceArea = 38.000000.
8792: It is Sphere: r = 3. SurfaceArea = 37.698000.
8793: It is Sphere: r = 3. SurfaceArea = 37.698000.
8794: It is Sphere: r = 3. SurfaceArea = 37.698000.
8795: It is Sphere: r = 3. SurfaceArea = 37.698000.
8796: It is Sphere: r = 3. SurfaceArea = 37.698000.
8797: It is Sphere: r = 3. SurfaceArea = 37.698000.
8798: It is Sphere: r = 3. SurfaceArea = 37.698000.
8799: It is Sphere: r = 3. SurfaceArea = 37.698000.
8800: It is Sphere: r = 3. SurfaceArea = 37.698000.
8801: It is Sphere: r = 3. SurfaceArea = 37.698000.
8802: It is Sphere: r = 3. SurfaceArea = 37.698000.
8803: It is Sphere: r = 3. SurfaceArea = 37.698000.
8804: It is Sphere: r = 3. SurfaceArea = 37.698000.
8805: It is Sphere: r = 3. SurfaceArea = 37.698000.
8806: It is Sphere: r = 3. SurfaceArea = 37.698000.
8807: It is Sphere: r = 3. SurfaceArea = 37.698000.
8808: It is Sphere: r = 3. SurfaceArea = 37.698000.
8809: It is Sphere: r = 3. SurfaceArea = 37.698000.
8810: It is Sphere: r = 3. SurfaceArea = 37.698000.
8811: It is Sphere: r = 3. SurfaceArea = 37.698000.
8812: It is Sphere: r = 3. SurfaceArea = 37.698000.
8813: It is Sphere: r = 3. SurfaceArea = 37.698000.
8814: It is Sphere: r = 3. SurfaceArea = 37.698000.
8815: It is Sphere: r = 3. SurfaceArea = 37.698000.
8816: It is Sphere: r = 3. SurfaceArea = 37.698000.
8817: It is Sphere: r = 3. SurfaceArea = 37.698000.
8818: It is Sphere: r = 3. SurfaceArea = 37.698000.
8819: It is Sphere: r = 3. SurfaceArea = 37.698000.
8820: It is Sphere: r = 3. SurfaceArea = 37.698000.
8821: It is Sphere: r = 3. SurfaceArea = 37.698000.
8822: It is Sphere: r = 3. SurfaceArea = 37.698000.
8823: It is Sphere: r = 3. SurfaceArea = 37.698000.
8824: It is Sphere: r = 3. SurfaceArea = 37.698000.
8825: It is Sphere: r = 3. SurfaceArea = 37.698000.
8826: It is Sphere: r = 3. SurfaceArea = 37.698000.
8827: It is Sphere: r = 3. SurfaceArea = 37.698000.
8828: It is Sphere: r = 3. SurfaceArea = 37.698000.
8829: It is Sphere: r = 3. SurfaceArea = 37.698000.
8830: It is Sphere: r = 3. SurfaceArea = 37.698000.
8831: It is Sphere: r = 3. SurfaceArea = 37.698000.
8832: It is Sphere: r = 3. SurfaceArea = 37.698000.
8833: It is Sphere: r = 3. SurfaceArea = 37.698000.
8834: It is Sphere: r = 3. SurfaceArea = 37.698000.
8835: It is Sphere: r = 3. SurfaceArea = 37.698000.
8836: It is Sphere: r = 3. SurfaceArea = 37.698000.
8837: It is Sphere: r = 3. SurfaceArea = 37.698000.
8838: It is Sphere: r = 3. SurfaceArea = 37.698000.
8839: It is Sphere: r = 3. SurfaceArea = 37.698000.
8840: It is Sphere: r = 3. SurfaceArea = 37.698000.
8841: It is Sphere: r = 3. SurfaceArea = 37.698000.
8842: It is Sphere: r = 3. SurfaceArea = 37.698000.
8843: It is Sphere: r = 3. SurfaceArea = 37.698000.
8844: It is Sphere: r = 3. SurfaceArea = 37.698000.
8845: It is Sphere: r = 3. SurfaceArea = 37.698000.
8846: It is Sphere: r = 3. SurfaceArea = 37.698000.
8847: It is Sphere: r = 3. SurfaceArea = 37.698000.
8848: It is Sphere: r = 3. SurfaceArea = 37.698000.
8849: It is Sphere: r = 3. SurfaceArea = 37.698000.
8850: It is Sphere: r = 3. SurfaceArea = 37.698000.
8851: It is Sphere: r = 3. SurfaceArea = 37.698000.
8852: It is Sphere: r = 3. SurfaceArea = 37.698000.
8853: It is Sphere: r = 3. SurfaceArea = 37.698000.
8854: It is Sphere: r = 3. SurfaceArea = 37.698000.
8855: It is Sphere: r = 3. SurfaceArea = 37.698000.
8856: It is Sphere: r = 3. SurfaceArea = 37.698000.
8857: It is Sphere: r = 3. SurfaceArea = 37.698000.
8858: It is Sphere: r = 3. SurfaceArea = 37.698000.
8859: It is Sphere: r = 3. SurfaceArea = 37.698000.
8860: It is Sphere: r = 3. SurfaceArea = 37.698000.
8861: It is Sphere: r = 3. SurfaceArea = 37.698000.
8862: It is Sphere: r = 3. SurfaceArea = 37.698000.
8863: It is Sphere: r = 3. SurfaceArea = 37.698000.
8864: It is Sphere: r = 3. SurfaceArea = 37.698000.
8865: It is Sphere: r = 3. SurfaceArea = 37.698000.
8866: It is Sphere: r = 3. SurfaceArea = 37.698000.
8867: It is Sphere: r = 3. SurfaceArea = 37.698000.
8868: It is Sphere: r = 3. SurfaceArea = 37.698000.
8869: It is Sphere: r = 3. SurfaceArea = 37.698000.
8870: It is Sphere: r = 3. SurfaceArea = 37.698000.
8871: It is Sphere: r = 3. SurfaceArea = 37.698000.
8872: It is Sphere: r = 3. SurfaceArea = 37.698000.
8873: It is Sphere: r = 3. SurfaceArea = 37.698000.
8874: It is Sphere: r = 3. SurfaceArea = 37.698000.
8875: It is Sphere: r = 3. SurfaceArea = 37.698000.
8876: It is Sphere: r = 3. SurfaceArea = 37.698000.
8877: It is Sphere: r = 3. SurfaceArea = 37.698000.
8878: It is Sphere: r = 3. SurfaceArea = 37.698000.
8879: It is Sphere: r = 3. SurfaceArea = 37.698000.
8880: It is Sphere: r = 3. SurfaceArea = 37.698000.
8881: It is Sphere: r = 3. SurfaceArea = 37.698000.
8882: It is Sphere: r = 3. SurfaceArea = 37.698000.
8883: It is Sphere: r = 3. SurfaceArea = 37.698000.
8884: It is Sphere: r = 3. SurfaceArea = 37.698000.
8885: It is Sphere: r = 3. SurfaceArea = 37.698000.
8886: It is Sphere: r = 3. SurfaceArea = 37.698000.
8887: It is Sphere: r = 3. SurfaceArea = 37.698000.
8888: It is Sphere: r = 3. SurfaceArea = 37.698000.
8889: It is Sphere: r = 3. SurfaceArea = 37.698000.
8890: It is Sphere: r = 3. SurfaceArea = 37.698000.
8891: It is Sphere: r = 3. SurfaceArea = 37.698000.
8892: It is Sphere: r = 3. SurfaceArea = 37.698000.
8893: It is Sphere: r = 3. SurfaceArea = 37.698000.
8894: It is Sphere: r = 3. SurfaceArea = 37.698000.
8895: It is Sphere: r = 3. SurfaceArea = 37.698000.
8896: It is Sphere: r = 3. SurfaceArea = 37.698000.
8897: It is Sphere: r = 3. SurfaceArea = 37.698000.
8898: It is Sphere: r = 3. SurfaceArea = 37.698000.
8899: It is Sphere: r = 3. SurfaceArea = 37.698000.
8900: It is Sphere: r = 3. SurfaceArea = 37.698000.
8901: It is Sphere: r = 3. SurfaceArea = 37.698000.
8902: It is Sphere: r = 3. SurfaceArea = 37.698000.
8903: It is Sphere: r = 3. SurfaceArea = 37.698000.
8904: It is Sphere: r = 3. SurfaceArea = 37.698000.
8905: It is Sphere: r = 3. SurfaceArea = 37.698000.
8906: It is Sphere: r = 3. SurfaceArea = 37.698000.
8907: It is Sphere: r = 3. SurfaceArea = 37.698000.
8908: It is Sphere: r = 3. SurfaceArea = 37.698000.
8909: It is Sphere: r = 3. SurfaceArea = 37.698000.
8910: It is Sphere: r = 3. SurfaceArea = 37.698000.
8911: It is Sphere: r = 3. SurfaceArea = 37.698000.
8912: It is Sphere: r = 3. SurfaceArea = 37.698000.
8913: It is Sphere: r = 3. SurfaceArea = 37.698000.
8914: It is Sphere: r = 3. SurfaceArea = 37.698000.
8915: It is Sphere: r = 3. SurfaceArea = 37.698000.
8916: It is Sphere: r = 3. SurfaceArea = 37.698000.
8917: It is Sphere: r = 3. SurfaceArea = 37.698000.
8918: It is Sphere: r = 3. SurfaceArea = 37.698000.
8919: It is Sphere: r = 3. SurfaceArea = 37.698000.
8920: It is Sphere: r = 3. SurfaceArea = 37.698000.
8921: It is Sphere: r = 3. SurfaceArea = 37.698000.
8922: It is Sphere: r = 3. SurfaceArea = 37.698000.
8923: It is Sphere: r = 3. SurfaceArea = 37.698000.
8924: It is Sphere: r = 3. SurfaceArea = 37.698000.
8925: It is Sphere: r = 3. SurfaceArea = 37.698000.
8926: It is Sphere: r = 3. SurfaceArea = 37.698000.
8927: It is Sphere: r = 3. SurfaceArea = 37.698000.
8928: It is Sphere: r = 3. SurfaceArea = 37.698000.
8929: It is Sphere: r = 3. SurfaceArea = 37.698000.
8930: It is Sphere: r = 3. SurfaceArea = 37.698000.
8931: It is Sphere: r = 3. SurfaceArea = 37.698000.
8932: It is Sphere: r = 3. SurfaceArea = 37.698000.
8933: It is Sphere: r = 3. SurfaceArea = 37.698000.
8934: It is Sphere: r = 3. SurfaceArea = 37.698000.
8935: It is Sphere: r = 3. SurfaceArea = 37.698000.
8936: It is Sphere: r = 3. SurfaceArea = 37.698000.
8937: It is Sphere: r = 3. SurfaceArea = 37.698000.
8938: It is Sphere: r = 3. SurfaceArea = 37.698000.
8939: It is Sphere: r = 3. SurfaceArea = 37.698000.
8940: It is Sphere: r = 3. SurfaceArea = 37.698000.
8941: It is Sphere: r = 3. SurfaceArea = 37.698000.
8942: It is Sphere: r = 3. SurfaceArea = 37.698000.
8943: It is Sphere: r = 3. SurfaceArea = 37.698000.
8944: It is Sphere: r = 3. SurfaceArea = 37.698000.
8945: It is Sphere: r = 3. SurfaceArea = 37.698000.
8946: It is Sphere: r = 3. SurfaceArea = 37.698000.
8947: It is Sphere: r = 3. SurfaceArea = 37.698000.
8948: It is Sphere: r = 3. SurfaceArea = 37.698000.
8949: It is Sphere: r = 3. SurfaceArea = 37.698000.
8950: It is Sphere: r = 3. SurfaceArea = 37.698000.
8951: It is Sphere: r = 3. SurfaceArea = 37.698000.
8952: It is Sphere: r = 3. SurfaceArea = 37.698000.
8953: It is Sphere: r = 3. SurfaceArea = 37.698000.
8954: It is Sphere: r = 3. SurfaceArea = 37.698000.
8955: It is Sphere: r = 3. SurfaceArea = 37.698000.
8956: It is Sphere: r = 3. SurfaceArea = 37.698000.
8957: It is Sphere: r = 3. SurfaceArea = 37.698000.
8958: It is Sphere: r = 3. SurfaceArea = 37.698000.
8959: It is Sphere: r = 3. SurfaceArea = 37.698000.
8960: It is Sphere: r = 3. SurfaceArea = 37.698000.
8961: It is Sphere: r = 3. SurfaceArea = 37.698000.
8962: It is Sphere: r = 3. SurfaceArea = 37.698000.
8963: It is Sphere: r = 3. SurfaceArea = 37.698000.
8964: It is Sphere: r = 3. SurfaceArea = 37.698000.
8965: It is Sphere: r = 3. SurfaceArea = 37.698000.
8966: It is Sphere: r = 3. SurfaceArea = 37.698000.
8967: It is Sphere: r = 3. SurfaceArea = 37.698000.
8968: It is Sphere: r = 3. SurfaceArea = 37.698000.
8969: It is Sphere: r = 3. SurfaceArea = 37.698000.
8970: It is Sphere: r = 3. SurfaceArea = 37.698000.
8971: It is Sphere: r = 3. SurfaceArea = 37.698000.
8972: It is Sphere: r = 3. SurfaceArea = 37.698000.
8973: It is Sphere: r = 3. SurfaceArea = 37.698000.
8974: It is Sphere: r = 3. SurfaceArea = 37.698000.
8975: It is Sphere: r = 3. SurfaceArea = 37.698000.
8976: It is Sphere: r = 3. SurfaceArea = 37.698000.
8977: It is Sphere: r = 3. SurfaceArea = 37.698000.
8978: It is Sphere: r = 3. SurfaceArea = 37.698000.
8979: It is Sphere: r = 3. SurfaceArea = 37.698000.
8980: It is Sphere: r = 3. SurfaceArea = 37.698000.
8981: It is Sphere: r = 3. SurfaceArea = 37.698000.
8982: It is Sphere: r = 3. SurfaceArea = 37.698000.
8983: It is Sphere: r = 3. SurfaceArea = 37.698000.
8984: It is Sphere: r = 3. SurfaceArea = 37.698000.
8985: It is Parallelepiped: a = 1, b = 5, c = 2. SurfaceArea = 34.000000.
8986: It is Parallelepiped: a = 1, b = 1, c = 8. SurfaceArea = 34.000000.
8987: It is Parallelepiped: a = 8, b = 1, c = 1. SurfaceArea = 34.000000.
8988: It is Parallelepiped: a = 1, b = 1, c = 8. SurfaceArea = 34.000000.
8989: It is Parallelepiped: a = 2, b = 2, c = 3. SurfaceArea = 32.000000.
8990: It is Parallelepiped: a = 3, b = 3, c = 1. SurfaceArea = 30.000000.
8991: It is Parallelepiped: a = 1, b = 1, c = 7. SurfaceArea = 30.000000.
8992: It is Parallelepiped: a = 3, b = 1, c = 3. SurfaceArea = 30.000000.
8993: It is Parallelepiped: a = 2, b = 4, c = 1. SurfaceArea = 28.000000.
8994: It is Parallelepiped: a = 2, b = 1, c = 4. SurfaceArea = 28.000000.
8995: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
8996: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
8997: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
8998: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
8999: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9000: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9001: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9002: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9003: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9004: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9005: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9006: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9007: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9008: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9009: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9010: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9011: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9012: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9013: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9014: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9015: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9016: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9017: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9018: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9019: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9020: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9021: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9022: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9023: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9024: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9025: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9026: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9027: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9028: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9029: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9030: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9031: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9032: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9033: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9034: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9035: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9036: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9037: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9038: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9039: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9040: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9041: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9042: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9043: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9044: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9045: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9046: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9047: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9048: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9049: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9050: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9051: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9052: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9053: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9054: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
