Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
6769: It is a sphere, r = 10, density = 3.569, surface area = 125.66000000000001
6770: It is a sphere, r = 10, density = 7.463, surface area = 125.66000000000001
6771: It is a sphere, r = 10, density = 2.092, surface area = 125.66000000000001
6772: It is a sphere, r = 10, density = 11.624, surface area = 125.66000000000001
6773: It is a sphere, r = 10, density = 3.893, surface area = 125.66000000000001
6774: It is a sphere, r = 10, density = 18.993, surface area = 125.66000000000001
6775: It is a sphere, r = 10, density = 10.947, surface area = 125.66000000000001
6776: It is a sphere, r = 10, density = 4.279, surface area = 125.66000000000001
6777: It is a sphere, r = 10, density = 3.064, surface area = 125.66000000000001
6778: It is a sphere, r = 10, density = 13.691, surface area = 125.66000000000001
6779: It is a sphere, r = 10, density = 2.697, surface area = 125.66000000000001
6780: It is a sphere, r = 10, density = 7.249, surface area = 125.66000000000001
6781: It is a sphere, r = 10, density = 12.024, surface area = 125.66000000000001
6782: It is a sphere, r = 10, density = 14.006, surface area = 125.66000000000001
6783: It is a sphere, r = 10, density = 17.204, surface area = 125.66000000000001
6784: It is a sphere, r = 10, density = 7.14, surface area = 125.66000000000001
6785: It is a sphere, r = 10, density = 8.458, surface area = 125.66000000000001
6786: It is a sphere, r = 10, density = 15.114, surface area = 125.66000000000001
6787: It is a sphere, r = 10, density = 7.456, surface area = 125.66000000000001
6788: It is a sphere, r = 10, density = 14.319, surface area = 125.66000000000001
6789: It is a sphere, r = 10, density = 13.961, surface area = 125.66000000000001
6790: It is a sphere, r = 10, density = 10.621, surface area = 125.66000000000001
6791: It is a sphere, r = 10, density = 4.489, surface area = 125.66000000000001
6792: It is a sphere, r = 10, density = 4.468, surface area = 125.66000000000001
6793: It is a sphere, r = 10, density = 15.211, surface area = 125.66000000000001
6794: It is a sphere, r = 10, density = 11.371, surface area = 125.66000000000001
6795: It is a sphere, r = 10, density = 10.992, surface area = 125.66000000000001
6796: It is a sphere, r = 10, density = 13.712, surface area = 125.66000000000001
6797: It is a sphere, r = 10, density = 2.954, surface area = 125.66000000000001
6798: It is a sphere, r = 10, density = 4.044, surface area = 125.66000000000001
6799: It is a sphere, r = 10, density = 9.827, surface area = 125.66000000000001
6800: It is a sphere, r = 10, density = 6.221, surface area = 125.66000000000001
6801: It is a sphere, r = 10, density = 4.738, surface area = 125.66000000000001
6802: It is a sphere, r = 10, density = 19.349, surface area = 125.66000000000001
6803: It is a sphere, r = 10, density = 16.411, surface area = 125.66000000000001
6804: It is a sphere, r = 10, density = 1.066, surface area = 125.66000000000001
6805: It is a sphere, r = 10, density = 3.847, surface area = 125.66000000000001
6806: It is a sphere, r = 10, density = 15.395, surface area = 125.66000000000001
6807: It is a sphere, r = 10, density = 1.274, surface area = 125.66000000000001
6808: It is a sphere, r = 10, density = 6.932, surface area = 125.66000000000001
6809: It is a sphere, r = 10, density = 11.222, surface area = 125.66000000000001
6810: It is a sphere, r = 10, density = 5.065, surface area = 125.66000000000001
6811: It is a sphere, r = 10, density = 16.056, surface area = 125.66000000000001
6812: It is a sphere, r = 10, density = 15.977, surface area = 125.66000000000001
6813: It is a sphere, r = 10, density = 5.118, surface area = 125.66000000000001
6814: It is a sphere, r = 10, density = 10.131, surface area = 125.66000000000001
6815: It is a sphere, r = 10, density = 5.972, surface area = 125.66000000000001
6816: It is a sphere, r = 10, density = 10.099, surface area = 125.66000000000001
6817: It is a sphere, r = 10, density = 16.887, surface area = 125.66000000000001
6818: It is a sphere, r = 10, density = 7.972, surface area = 125.66000000000001
6819: It is a sphere, r = 10, density = 0.929, surface area = 125.66000000000001
6820: It is a sphere, r = 10, density = 6.259, surface area = 125.66000000000001
6821: It is a sphere, r = 10, density = 1.1, surface area = 125.66000000000001
6822: It is a sphere, r = 10, density = 5.142, surface area = 125.66000000000001
6823: It is a sphere, r = 10, density = 0.217, surface area = 125.66000000000001
6824: It is a sphere, r = 10, density = 0.834, surface area = 125.66000000000001
6825: It is a sphere, r = 10, density = 18.816, surface area = 125.66000000000001
6826: It is a sphere, r = 10, density = 3.719, surface area = 125.66000000000001
6827: It is a sphere, r = 10, density = 3.785, surface area = 125.66000000000001
6828: It is a sphere, r = 10, density = 12.348, surface area = 125.66000000000001
6829: It is a sphere, r = 10, density = 4.59, surface area = 125.66000000000001
6830: It is a sphere, r = 10, density = 12.283, surface area = 125.66000000000001
6831: It is a sphere, r = 10, density = 12.524, surface area = 125.66000000000001
6832: It is a sphere, r = 10, density = 8.988, surface area = 125.66000000000001
6833: It is a sphere, r = 10, density = 5.724, surface area = 125.66000000000001
6834: It is a sphere, r = 10, density = 8.442, surface area = 125.66000000000001
6835: It is a sphere, r = 10, density = 7.598, surface area = 125.66000000000001
6836: It is a sphere, r = 10, density = 0.963, surface area = 125.66000000000001
6837: It is a sphere, r = 10, density = 13.78, surface area = 125.66000000000001
6838: It is a sphere, r = 10, density = 7.407, surface area = 125.66000000000001
6839: It is a sphere, r = 10, density = 15.977, surface area = 125.66000000000001
6840: It is a sphere, r = 10, density = 3.793, surface area = 125.66000000000001
6841: It is a sphere, r = 10, density = 11.221, surface area = 125.66000000000001
6842: It is a sphere, r = 10, density = 11.507, surface area = 125.66000000000001
6843: It is a sphere, r = 10, density = 3.973, surface area = 125.66000000000001
6844: It is a sphere, r = 10, density = 19.943, surface area = 125.66000000000001
6845: It is a sphere, r = 10, density = 4.686, surface area = 125.66000000000001
6846: It is a sphere, r = 10, density = 18.91, surface area = 125.66000000000001
6847: It is a sphere, r = 10, density = 10.752, surface area = 125.66000000000001
6848: It is a sphere, r = 10, density = 17.525, surface area = 125.66000000000001
6849: It is a sphere, r = 10, density = 7.239, surface area = 125.66000000000001
6850: It is a sphere, r = 10, density = 9.282, surface area = 125.66000000000001
6851: It is a sphere, r = 10, density = 14.431, surface area = 125.66000000000001
6852: It is a sphere, r = 10, density = 14.794, surface area = 125.66000000000001
6853: It is a sphere, r = 10, density = 9.709, surface area = 125.66000000000001
6854: It is a sphere, r = 10, density = 7.782, surface area = 125.66000000000001
6855: It is a sphere, r = 10, density = 11.5, surface area = 125.66000000000001
6856: It is a sphere, r = 10, density = 14.899, surface area = 125.66000000000001
6857: It is a sphere, r = 10, density = 7.842, surface area = 125.66000000000001
6858: It is a sphere, r = 10, density = 16.565, surface area = 125.66000000000001
6859: It is a sphere, r = 10, density = 19.97, surface area = 125.66000000000001
6860: It is a sphere, r = 10, density = 15.057, surface area = 125.66000000000001
6861: It is a sphere, r = 10, density = 5.539, surface area = 125.66000000000001
6862: It is a sphere, r = 10, density = 18.341, surface area = 125.66000000000001
6863: It is a sphere, r = 10, density = 16.351, surface area = 125.66000000000001
6864: It is a sphere, r = 10, density = 7.864, surface area = 125.66000000000001
6865: It is a sphere, r = 10, density = 19.657, surface area = 125.66000000000001
6866: It is a sphere, r = 10, density = 0.446, surface area = 125.66000000000001
6867: It is a sphere, r = 10, density = 11.701, surface area = 125.66000000000001
6868: It is a sphere, r = 10, density = 11.332, surface area = 125.66000000000001
6869: It is a sphere, r = 10, density = 4.957, surface area = 125.66000000000001
6870: It is a sphere, r = 10, density = 10.076, surface area = 125.66000000000001
6871: It is a sphere, r = 10, density = 0.737, surface area = 125.66000000000001
6872: It is a sphere, r = 10, density = 19.466, surface area = 125.66000000000001
6873: It is a sphere, r = 10, density = 6.906, surface area = 125.66000000000001
6874: It is a sphere, r = 10, density = 5.645, surface area = 125.66000000000001
6875: It is a sphere, r = 10, density = 4.731, surface area = 125.66000000000001
6876: It is a sphere, r = 10, density = 10.976, surface area = 125.66000000000001
6877: It is a sphere, r = 10, density = 0.439, surface area = 125.66000000000001
6878: It is a sphere, r = 10, density = 11.183, surface area = 125.66000000000001
6879: It is a sphere, r = 10, density = 2.056, surface area = 125.66000000000001
6880: It is a sphere, r = 10, density = 11.405, surface area = 125.66000000000001
6881: It is a sphere, r = 10, density = 4.225, surface area = 125.66000000000001
6882: It is a sphere, r = 10, density = 18.273, surface area = 125.66000000000001
6883: It is a sphere, r = 10, density = 14.352, surface area = 125.66000000000001
6884: It is a sphere, r = 10, density = 9.588, surface area = 125.66000000000001
6885: It is a sphere, r = 10, density = 14.18, surface area = 125.66000000000001
6886: It is a sphere, r = 10, density = 3.103, surface area = 125.66000000000001
6887: It is a sphere, r = 10, density = 18.231, surface area = 125.66000000000001
6888: It is a sphere, r = 10, density = 19.181, surface area = 125.66000000000001
6889: It is a sphere, r = 10, density = 2.035, surface area = 125.66000000000001
6890: It is a sphere, r = 10, density = 15.686, surface area = 125.66000000000001
6891: It is a sphere, r = 10, density = 9.535, surface area = 125.66000000000001
6892: It is a sphere, r = 10, density = 6.072, surface area = 125.66000000000001
6893: It is a sphere, r = 10, density = 14.387, surface area = 125.66000000000001
6894: It is a sphere, r = 10, density = 9.074, surface area = 125.66000000000001
6895: It is a sphere, r = 10, density = 5.786, surface area = 125.66000000000001
6896: It is a sphere, r = 10, density = 5.632, surface area = 125.66000000000001
6897: It is a sphere, r = 10, density = 6.38, surface area = 125.66000000000001
6898: It is a sphere, r = 10, density = 2.476, surface area = 125.66000000000001
6899: It is a sphere, r = 10, density = 6.026, surface area = 125.66000000000001
6900: It is a sphere, r = 10, density = 10.136, surface area = 125.66000000000001
6901: It is a sphere, r = 10, density = 5.567, surface area = 125.66000000000001
6902: It is a sphere, r = 10, density = 11.526, surface area = 125.66000000000001
6903: It is a sphere, r = 10, density = 2.988, surface area = 125.66000000000001
6904: It is a sphere, r = 10, density = 2.678, surface area = 125.66000000000001
6905: It is a parallelepiped, a = 1, b = 2, c = 20, density = 4.548, surface area = 124.0
6906: It is a parallelepiped, a = 9, b = 4, c = 2, density = 1.508, surface area = 124.0
6907: It is a parallelepiped, a = 2, b = 1, c = 20, density = 15.435, surface area = 124.0
6908: It is a parallelepiped, a = 4, b = 2, c = 9, density = 14.237, surface area = 124.0
6909: It is a parallelepiped, a = 2, b = 9, c = 4, density = 9.017, surface area = 124.0
6910: It is a parallelepiped, a = 6, b = 1, c = 8, density = 18.009, surface area = 124.0
6911: It is a parallelepiped, a = 9, b = 4, c = 2, density = 18.646, surface area = 124.0
6912: It is a parallelepiped, a = 9, b = 4, c = 2, density = 8.144, surface area = 124.0
6913: It is a parallelepiped, a = 6, b = 1, c = 8, density = 19.614, surface area = 124.0
6914: It is a parallelepiped, a = 20, b = 2, c = 1, density = 13.904, surface area = 124.0
6915: It is a parallelepiped, a = 1, b = 6, c = 8, density = 19.585, surface area = 124.0
6916: It is a parallelepiped, a = 2, b = 11, c = 3, density = 15.74, surface area = 122.0
6917: It is a parallelepiped, a = 4, b = 3, c = 7, density = 5.071, surface area = 122.0
6918: It is a parallelepiped, a = 3, b = 11, c = 2, density = 2.304, surface area = 122.0
6919: It is a parallelepiped, a = 7, b = 4, c = 3, density = 15.957, surface area = 122.0
6920: It is a parallelepiped, a = 2, b = 14, c = 2, density = 0.346, surface area = 120.0
6921: It is a parallelepiped, a = 2, b = 6, c = 6, density = 7.845, surface area = 120.0
6922: It is a parallelepiped, a = 2, b = 6, c = 6, density = 19.313, surface area = 120.0
6923: It is a parallelepiped, a = 11, b = 4, c = 1, density = 11.324, surface area = 118.0
6924: It is a parallelepiped, a = 5, b = 1, c = 9, density = 13.418, surface area = 118.0
6925: It is a parallelepiped, a = 7, b = 2, c = 5, density = 13.231, surface area = 118.0
6926: It is a parallelepiped, a = 1, b = 9, c = 5, density = 10.409, surface area = 118.0
6927: It is a parallelepiped, a = 19, b = 2, c = 1, density = 0.89, surface area = 118.0
6928: It is a parallelepiped, a = 1, b = 4, c = 11, density = 9.945, surface area = 118.0
6929: It is a parallelepiped, a = 7, b = 2, c = 5, density = 19.814, surface area = 118.0
6930: It is a parallelepiped, a = 8, b = 3, c = 3, density = 7.947, surface area = 114.0
6931: It is a sphere, r = 9, density = 3.786, surface area = 113.09400000000001
6932: It is a sphere, r = 9, density = 19.215, surface area = 113.09400000000001
6933: It is a sphere, r = 9, density = 17.296, surface area = 113.09400000000001
6934: It is a sphere, r = 9, density = 16.469, surface area = 113.09400000000001
6935: It is a sphere, r = 9, density = 11.243, surface area = 113.09400000000001
6936: It is a sphere, r = 9, density = 2.921, surface area = 113.09400000000001
6937: It is a sphere, r = 9, density = 9.404, surface area = 113.09400000000001
6938: It is a sphere, r = 9, density = 2.595, surface area = 113.09400000000001
6939: It is a sphere, r = 9, density = 12.596, surface area = 113.09400000000001
6940: It is a sphere, r = 9, density = 17.467, surface area = 113.09400000000001
6941: It is a sphere, r = 9, density = 16.451, surface area = 113.09400000000001
6942: It is a sphere, r = 9, density = 18.935, surface area = 113.09400000000001
6943: It is a sphere, r = 9, density = 8.05, surface area = 113.09400000000001
6944: It is a sphere, r = 9, density = 19.969, surface area = 113.09400000000001
6945: It is a sphere, r = 9, density = 7.788, surface area = 113.09400000000001
6946: It is a sphere, r = 9, density = 8.641, surface area = 113.09400000000001
6947: It is a sphere, r = 9, density = 17.656, surface area = 113.09400000000001
6948: It is a sphere, r = 9, density = 16.598, surface area = 113.09400000000001
6949: It is a sphere, r = 9, density = 0.105, surface area = 113.09400000000001
6950: It is a sphere, r = 9, density = 17.792, surface area = 113.09400000000001
6951: It is a sphere, r = 9, density = 17.707, surface area = 113.09400000000001
6952: It is a sphere, r = 9, density = 13.504, surface area = 113.09400000000001
6953: It is a sphere, r = 9, density = 4.677, surface area = 113.09400000000001
6954: It is a sphere, r = 9, density = 9.671, surface area = 113.09400000000001
6955: It is a sphere, r = 9, density = 16.508, surface area = 113.09400000000001
6956: It is a sphere, r = 9, density = 4.179, surface area = 113.09400000000001
6957: It is a sphere, r = 9, density = 10.571, surface area = 113.09400000000001
6958: It is a sphere, r = 9, density = 17.491, surface area = 113.09400000000001
6959: It is a sphere, r = 9, density = 10.025, surface area = 113.09400000000001
6960: It is a sphere, r = 9, density = 5.395, surface area = 113.09400000000001
6961: It is a sphere, r = 9, density = 10.743, surface area = 113.09400000000001
6962: It is a sphere, r = 9, density = 13.399, surface area = 113.09400000000001
6963: It is a sphere, r = 9, density = 2.685, surface area = 113.09400000000001
6964: It is a sphere, r = 9, density = 8.691, surface area = 113.09400000000001
6965: It is a sphere, r = 9, density = 9.043, surface area = 113.09400000000001
6966: It is a sphere, r = 9, density = 5.267, surface area = 113.09400000000001
6967: It is a sphere, r = 9, density = 5.733, surface area = 113.09400000000001
6968: It is a sphere, r = 9, density = 11.04, surface area = 113.09400000000001
6969: It is a sphere, r = 9, density = 2.965, surface area = 113.09400000000001
6970: It is a sphere, r = 9, density = 10.483, surface area = 113.09400000000001
6971: It is a sphere, r = 9, density = 2.626, surface area = 113.09400000000001
6972: It is a sphere, r = 9, density = 13.684, surface area = 113.09400000000001
6973: It is a sphere, r = 9, density = 12.249, surface area = 113.09400000000001
6974: It is a sphere, r = 9, density = 3.098, surface area = 113.09400000000001
6975: It is a sphere, r = 9, density = 7.595, surface area = 113.09400000000001
6976: It is a sphere, r = 9, density = 10.12, surface area = 113.09400000000001
6977: It is a sphere, r = 9, density = 6.533, surface area = 113.09400000000001
6978: It is a sphere, r = 9, density = 4.125, surface area = 113.09400000000001
6979: It is a sphere, r = 9, density = 12.788, surface area = 113.09400000000001
6980: It is a sphere, r = 9, density = 15.434, surface area = 113.09400000000001
6981: It is a sphere, r = 9, density = 19.681, surface area = 113.09400000000001
6982: It is a sphere, r = 9, density = 19.269, surface area = 113.09400000000001
6983: It is a sphere, r = 9, density = 19.929, surface area = 113.09400000000001
6984: It is a sphere, r = 9, density = 5.758, surface area = 113.09400000000001
6985: It is a sphere, r = 9, density = 7.199, surface area = 113.09400000000001
6986: It is a sphere, r = 9, density = 13.353, surface area = 113.09400000000001
6987: It is a sphere, r = 9, density = 12.366, surface area = 113.09400000000001
6988: It is a sphere, r = 9, density = 18.585, surface area = 113.09400000000001
6989: It is a sphere, r = 9, density = 3.837, surface area = 113.09400000000001
6990: It is a sphere, r = 9, density = 12.849, surface area = 113.09400000000001
6991: It is a sphere, r = 9, density = 6.836, surface area = 113.09400000000001
6992: It is a sphere, r = 9, density = 4.556, surface area = 113.09400000000001
6993: It is a sphere, r = 9, density = 1.903, surface area = 113.09400000000001
6994: It is a sphere, r = 9, density = 15.051, surface area = 113.09400000000001
6995: It is a sphere, r = 9, density = 16.75, surface area = 113.09400000000001
6996: It is a sphere, r = 9, density = 19.002, surface area = 113.09400000000001
6997: It is a sphere, r = 9, density = 4.387, surface area = 113.09400000000001
6998: It is a sphere, r = 9, density = 19.796, surface area = 113.09400000000001
6999: It is a sphere, r = 9, density = 12.823, surface area = 113.09400000000001
7000: It is a sphere, r = 9, density = 9.302, surface area = 113.09400000000001
7001: It is a sphere, r = 9, density = 0.117, surface area = 113.09400000000001
7002: It is a sphere, r = 9, density = 9.947, surface area = 113.09400000000001
7003: It is a sphere, r = 9, density = 17.721, surface area = 113.09400000000001
7004: It is a sphere, r = 9, density = 6.531, surface area = 113.09400000000001
7005: It is a sphere, r = 9, density = 15.978, surface area = 113.09400000000001
7006: It is a sphere, r = 9, density = 2.453, surface area = 113.09400000000001
7007: It is a sphere, r = 9, density = 3.505, surface area = 113.09400000000001
7008: It is a sphere, r = 9, density = 14.043, surface area = 113.09400000000001
7009: It is a sphere, r = 9, density = 12.279, surface area = 113.09400000000001
7010: It is a sphere, r = 9, density = 8.15, surface area = 113.09400000000001
7011: It is a sphere, r = 9, density = 11.351, surface area = 113.09400000000001
7012: It is a sphere, r = 9, density = 8.101, surface area = 113.09400000000001
7013: It is a sphere, r = 9, density = 2.793, surface area = 113.09400000000001
7014: It is a sphere, r = 9, density = 2.242, surface area = 113.09400000000001
7015: It is a sphere, r = 9, density = 16.31, surface area = 113.09400000000001
7016: It is a sphere, r = 9, density = 8.619, surface area = 113.09400000000001
7017: It is a sphere, r = 9, density = 12.534, surface area = 113.09400000000001
7018: It is a sphere, r = 9, density = 3.664, surface area = 113.09400000000001
7019: It is a sphere, r = 9, density = 5.19, surface area = 113.09400000000001
7020: It is a sphere, r = 9, density = 2.833, surface area = 113.09400000000001
7021: It is a sphere, r = 9, density = 5.565, surface area = 113.09400000000001
7022: It is a sphere, r = 9, density = 19.029, surface area = 113.09400000000001
7023: It is a sphere, r = 9, density = 2.419, surface area = 113.09400000000001
7024: It is a sphere, r = 9, density = 8.158, surface area = 113.09400000000001
7025: It is a sphere, r = 9, density = 11.025, surface area = 113.09400000000001
7026: It is a sphere, r = 9, density = 10.361, surface area = 113.09400000000001
7027: It is a sphere, r = 9, density = 17.066, surface area = 113.09400000000001
7028: It is a sphere, r = 9, density = 18.186, surface area = 113.09400000000001
7029: It is a sphere, r = 9, density = 17.032, surface area = 113.09400000000001
7030: It is a sphere, r = 9, density = 9.646, surface area = 113.09400000000001
7031: It is a sphere, r = 9, density = 12.789, surface area = 113.09400000000001
7032: It is a sphere, r = 9, density = 13.697, surface area = 113.09400000000001
7033: It is a sphere, r = 9, density = 17.073, surface area = 113.09400000000001
7034: It is a sphere, r = 9, density = 6.301, surface area = 113.09400000000001
7035: It is a sphere, r = 9, density = 16.546, surface area = 113.09400000000001
7036: It is a sphere, r = 9, density = 13.082, surface area = 113.09400000000001
7037: It is a sphere, r = 9, density = 13.701, surface area = 113.09400000000001
7038: It is a sphere, r = 9, density = 3.211, surface area = 113.09400000000001
7039: It is a sphere, r = 9, density = 13.506, surface area = 113.09400000000001
7040: It is a sphere, r = 9, density = 10.499, surface area = 113.09400000000001
7041: It is a sphere, r = 9, density = 3.179, surface area = 113.09400000000001
7042: It is a sphere, r = 9, density = 16.978, surface area = 113.09400000000001
7043: It is a sphere, r = 9, density = 8.945, surface area = 113.09400000000001
7044: It is a sphere, r = 9, density = 16.798, surface area = 113.09400000000001
7045: It is a sphere, r = 9, density = 11.738, surface area = 113.09400000000001
7046: It is a sphere, r = 9, density = 15.943, surface area = 113.09400000000001
7047: It is a sphere, r = 9, density = 3.54, surface area = 113.09400000000001
7048: It is a sphere, r = 9, density = 6.766, surface area = 113.09400000000001
7049: It is a sphere, r = 9, density = 3.627, surface area = 113.09400000000001
7050: It is a sphere, r = 9, density = 17.22, surface area = 113.09400000000001
7051: It is a sphere, r = 9, density = 2.242, surface area = 113.09400000000001
7052: It is a sphere, r = 9, density = 17.128, surface area = 113.09400000000001
7053: It is a sphere, r = 9, density = 15.779, surface area = 113.09400000000001
7054: It is a sphere, r = 9, density = 17.533, surface area = 113.09400000000001
7055: It is a sphere, r = 9, density = 6.268, surface area = 113.09400000000001
7056: It is a sphere, r = 9, density = 6.161, surface area = 113.09400000000001
7057: It is a sphere, r = 9, density = 5.998, surface area = 113.09400000000001
7058: It is a sphere, r = 9, density = 9.155, surface area = 113.09400000000001
7059: It is a sphere, r = 9, density = 10.853, surface area = 113.09400000000001
7060: It is a sphere, r = 9, density = 6.154, surface area = 113.09400000000001
7061: It is a sphere, r = 9, density = 11.964, surface area = 113.09400000000001
7062: It is a sphere, r = 9, density = 15.985, surface area = 113.09400000000001
7063: It is a sphere, r = 9, density = 12.751, surface area = 113.09400000000001
7064: It is a sphere, r = 9, density = 14.917, surface area = 113.09400000000001
7065: It is a sphere, r = 9, density = 7.276, surface area = 113.09400000000001
7066: It is a sphere, r = 9, density = 13.396, surface area = 113.09400000000001
7067: It is a sphere, r = 9, density = 11.764, surface area = 113.09400000000001
7068: It is a sphere, r = 9, density = 0.873, surface area = 113.09400000000001
7069: It is a sphere, r = 9, density = 12.812, surface area = 113.09400000000001
7070: It is a sphere, r = 9, density = 10.661, surface area = 113.09400000000001
7071: It is a sphere, r = 9, density = 7.147, surface area = 113.09400000000001
7072: It is a sphere, r = 9, density = 3.116, surface area = 113.09400000000001
7073: It is a sphere, r = 9, density = 19.135, surface area = 113.09400000000001
7074: It is a sphere, r = 9, density = 3.47, surface area = 113.09400000000001
7075: It is a sphere, r = 9, density = 2.176, surface area = 113.09400000000001
7076: It is a sphere, r = 9, density = 1.878, surface area = 113.09400000000001
7077: It is a sphere, r = 9, density = 0.714, surface area = 113.09400000000001
7078: It is a sphere, r = 9, density = 3.379, surface area = 113.09400000000001
7079: It is a sphere, r = 9, density = 8.542, surface area = 113.09400000000001
7080: It is a sphere, r = 9, density = 9.214, surface area = 113.09400000000001
7081: It is a sphere, r = 9, density = 9.482, surface area = 113.09400000000001
7082: It is a sphere, r = 9, density = 16.985, surface area = 113.09400000000001
7083: It is a sphere, r = 9, density = 0.859, surface area = 113.09400000000001
7084: It is a sphere, r = 9, density = 9.111, surface area = 113.09400000000001
7085: It is a sphere, r = 9, density = 12.832, surface area = 113.09400000000001
7086: It is a sphere, r = 9, density = 3.083, surface area = 113.09400000000001
7087: It is a sphere, r = 9, density = 0.31, surface area = 113.09400000000001
7088: It is a sphere, r = 9, density = 4.455, surface area = 113.09400000000001
7089: It is a sphere, r = 9, density = 19.814, surface area = 113.09400000000001
7090: It is a sphere, r = 9, density = 15.622, surface area = 113.09400000000001
7091: It is a sphere, r = 9, density = 8.358, surface area = 113.09400000000001
7092: It is a sphere, r = 9, density = 9.007, surface area = 113.09400000000001
7093: It is a sphere, r = 9, density = 10.517, surface area = 113.09400000000001
7094: It is a parallelepiped, a = 10, b = 2, c = 3, density = 14.164, surface area = 112.0
7095: It is a parallelepiped, a = 2, b = 10, c = 3, density = 18.996, surface area = 112.0
7096: It is a parallelepiped, a = 2, b = 4, c = 8, density = 12.361, surface area = 112.0
7097: It is a parallelepiped, a = 3, b = 2, c = 10, density = 2.786, surface area = 112.0
7098: It is a parallelepiped, a = 8, b = 2, c = 4, density = 14.342, surface area = 112.0
7099: It is a parallelepiped, a = 4, b = 8, c = 2, density = 3.655, surface area = 112.0
7100: It is a parallelepiped, a = 18, b = 1, c = 2, density = 16.552, surface area = 112.0
7101: It is a tetrahedron, a = 8, density = 0.489, surface area = 110.85125168440814
7102: It is a tetrahedron, a = 8, density = 9.965, surface area = 110.85125168440814
7103: It is a tetrahedron, a = 8, density = 18.383, surface area = 110.85125168440814
7104: It is a tetrahedron, a = 8, density = 0.916, surface area = 110.85125168440814
7105: It is a tetrahedron, a = 8, density = 5.9, surface area = 110.85125168440814
7106: It is a tetrahedron, a = 8, density = 16.266, surface area = 110.85125168440814
7107: It is a tetrahedron, a = 8, density = 15.267, surface area = 110.85125168440814
7108: It is a tetrahedron, a = 8, density = 17.852, surface area = 110.85125168440814
7109: It is a tetrahedron, a = 8, density = 16.415, surface area = 110.85125168440814
7110: It is a tetrahedron, a = 8, density = 3.102, surface area = 110.85125168440814
7111: It is a tetrahedron, a = 8, density = 2.423, surface area = 110.85125168440814
7112: It is a tetrahedron, a = 8, density = 5.147, surface area = 110.85125168440814
7113: It is a tetrahedron, a = 8, density = 5.501, surface area = 110.85125168440814
7114: It is a tetrahedron, a = 8, density = 10.673, surface area = 110.85125168440814
7115: It is a tetrahedron, a = 8, density = 4.098, surface area = 110.85125168440814
7116: It is a tetrahedron, a = 8, density = 9.856, surface area = 110.85125168440814
7117: It is a tetrahedron, a = 8, density = 10.418, surface area = 110.85125168440814
7118: It is a tetrahedron, a = 8, density = 2.208, surface area = 110.85125168440814
7119: It is a tetrahedron, a = 8, density = 2.863, surface area = 110.85125168440814
7120: It is a tetrahedron, a = 8, density = 13.017, surface area = 110.85125168440814
7121: It is a tetrahedron, a = 8, density = 1.966, surface area = 110.85125168440814
7122: It is a tetrahedron, a = 8, density = 2.455, surface area = 110.85125168440814
7123: It is a tetrahedron, a = 8, density = 11.793, surface area = 110.85125168440814
7124: It is a tetrahedron, a = 8, density = 3.473, surface area = 110.85125168440814
7125: It is a tetrahedron, a = 8, density = 3.097, surface area = 110.85125168440814
7126: It is a tetrahedron, a = 8, density = 18.227, surface area = 110.85125168440814
7127: It is a tetrahedron, a = 8, density = 10.605, surface area = 110.85125168440814
7128: It is a tetrahedron, a = 8, density = 10.942, surface area = 110.85125168440814
7129: It is a tetrahedron, a = 8, density = 8.395, surface area = 110.85125168440814
7130: It is a tetrahedron, a = 8, density = 5.245, surface area = 110.85125168440814
7131: It is a tetrahedron, a = 8, density = 8.515, surface area = 110.85125168440814
7132: It is a tetrahedron, a = 8, density = 16.527, surface area = 110.85125168440814
7133: It is a tetrahedron, a = 8, density = 7.882, surface area = 110.85125168440814
7134: It is a tetrahedron, a = 8, density = 14.149, surface area = 110.85125168440814
7135: It is a tetrahedron, a = 8, density = 17.279, surface area = 110.85125168440814
7136: It is a tetrahedron, a = 8, density = 4.052, surface area = 110.85125168440814
7137: It is a tetrahedron, a = 8, density = 13.259, surface area = 110.85125168440814
7138: It is a tetrahedron, a = 8, density = 12.625, surface area = 110.85125168440814
7139: It is a tetrahedron, a = 8, density = 11.359, surface area = 110.85125168440814
7140: It is a tetrahedron, a = 8, density = 19.828, surface area = 110.85125168440814
7141: It is a tetrahedron, a = 8, density = 1.304, surface area = 110.85125168440814
7142: It is a tetrahedron, a = 8, density = 16.824, surface area = 110.85125168440814
7143: It is a tetrahedron, a = 8, density = 1.379, surface area = 110.85125168440814
7144: It is a tetrahedron, a = 8, density = 14.48, surface area = 110.85125168440814
7145: It is a tetrahedron, a = 8, density = 19.092, surface area = 110.85125168440814
7146: It is a tetrahedron, a = 8, density = 8.584, surface area = 110.85125168440814
7147: It is a tetrahedron, a = 8, density = 18.045, surface area = 110.85125168440814
7148: It is a tetrahedron, a = 8, density = 1.027, surface area = 110.85125168440814
7149: It is a tetrahedron, a = 8, density = 14.123, surface area = 110.85125168440814
7150: It is a tetrahedron, a = 8, density = 10.823, surface area = 110.85125168440814
7151: It is a tetrahedron, a = 8, density = 15.864, surface area = 110.85125168440814
7152: It is a tetrahedron, a = 8, density = 10.485, surface area = 110.85125168440814
7153: It is a tetrahedron, a = 8, density = 6.19, surface area = 110.85125168440814
