Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 12.722, surface area = 2320.0
7661: It is a sphere, r = 7, density = 18.933, surface area = 87.962
7662: It is a sphere, r = 7, density = 8.479, surface area = 87.962
7663: It is a sphere, r = 7, density = 7.221, surface area = 87.962
7664: It is a sphere, r = 7, density = 4.087, surface area = 87.962
7665: It is a sphere, r = 7, density = 13.674, surface area = 87.962
7666: It is a sphere, r = 7, density = 2.162, surface area = 87.962
7667: It is a sphere, r = 7, density = 11.14, surface area = 87.962
7668: It is a sphere, r = 7, density = 19.332, surface area = 87.962
7669: It is a sphere, r = 7, density = 11.778, surface area = 87.962
7670: It is a sphere, r = 7, density = 4.491, surface area = 87.962
7671: It is a sphere, r = 7, density = 0.908, surface area = 87.962
7672: It is a sphere, r = 7, density = 8.897, surface area = 87.962
7673: It is a sphere, r = 7, density = 18.03, surface area = 87.962
7674: It is a sphere, r = 7, density = 12.597, surface area = 87.962
7675: It is a sphere, r = 7, density = 16.473, surface area = 87.962
7676: It is a sphere, r = 7, density = 14.381, surface area = 87.962
7677: It is a sphere, r = 7, density = 8.661, surface area = 87.962
7678: It is a sphere, r = 7, density = 11.647, surface area = 87.962
7679: It is a sphere, r = 7, density = 10.542, surface area = 87.962
7680: It is a sphere, r = 7, density = 3.893, surface area = 87.962
7681: It is a sphere, r = 7, density = 12.987, surface area = 87.962
7682: It is a sphere, r = 7, density = 19.648, surface area = 87.962
7683: It is a sphere, r = 7, density = 4.632, surface area = 87.962
7684: It is a sphere, r = 7, density = 5.601, surface area = 87.962
7685: It is a sphere, r = 7, density = 14.39, surface area = 87.962
7686: It is a sphere, r = 7, density = 18.781, surface area = 87.962
7687: It is a sphere, r = 7, density = 16.156, surface area = 87.962
7688: It is a sphere, r = 7, density = 10.077, surface area = 87.962
7689: It is a sphere, r = 7, density = 18.7, surface area = 87.962
7690: It is a sphere, r = 7, density = 5.258, surface area = 87.962
7691: It is a sphere, r = 7, density = 17.965, surface area = 87.962
7692: It is a sphere, r = 7, density = 2.173, surface area = 87.962
7693: It is a sphere, r = 7, density = 14.563, surface area = 87.962
7694: It is a sphere, r = 7, density = 6.293, surface area = 87.962
7695: It is a sphere, r = 7, density = 19.103, surface area = 87.962
7696: It is a sphere, r = 7, density = 10.752, surface area = 87.962
7697: It is a sphere, r = 7, density = 12.991, surface area = 87.962
7698: It is a sphere, r = 7, density = 1.505, surface area = 87.962
7699: It is a sphere, r = 7, density = 0.436, surface area = 87.962
7700: It is a sphere, r = 7, density = 16.441, surface area = 87.962
7701: It is a sphere, r = 7, density = 17.34, surface area = 87.962
7702: It is a sphere, r = 7, density = 16.928, surface area = 87.962
7703: It is a sphere, r = 7, density = 5.801, surface area = 87.962
7704: It is a sphere, r = 7, density = 4.151, surface area = 87.962
7705: It is a sphere, r = 7, density = 9.383, surface area = 87.962
7706: It is a sphere, r = 7, density = 17.883, surface area = 87.962
7707: It is a sphere, r = 7, density = 5.055, surface area = 87.962
7708: It is a sphere, r = 7, density = 13.085, surface area = 87.962
7709: It is a sphere, r = 7, density = 15.594, surface area = 87.962
7710: It is a sphere, r = 7, density = 9.132, surface area = 87.962
7711: It is a sphere, r = 7, density = 15.884, surface area = 87.962
7712: It is a sphere, r = 7, density = 12.851, surface area = 87.962
7713: It is a sphere, r = 7, density = 6.222, surface area = 87.962
7714: It is a sphere, r = 7, density = 9.589, surface area = 87.962
7715: It is a sphere, r = 7, density = 5.271, surface area = 87.962
7716: It is a sphere, r = 7, density = 7.575, surface area = 87.962
7717: It is a sphere, r = 7, density = 10.071, surface area = 87.962
7718: It is a sphere, r = 7, density = 13.201, surface area = 87.962
7719: It is a sphere, r = 7, density = 3.954, surface area = 87.962
7720: It is a sphere, r = 7, density = 16.191, surface area = 87.962
7721: It is a sphere, r = 7, density = 2.305, surface area = 87.962
7722: It is a sphere, r = 7, density = 13.634, surface area = 87.962
7723: It is a sphere, r = 7, density = 9.517, surface area = 87.962
7724: It is a sphere, r = 7, density = 2.195, surface area = 87.962
7725: It is a sphere, r = 7, density = 17.008, surface area = 87.962
7726: It is a sphere, r = 7, density = 11.825, surface area = 87.962
7727: It is a sphere, r = 7, density = 2.718, surface area = 87.962
7728: It is a sphere, r = 7, density = 19.64, surface area = 87.962
7729: It is a sphere, r = 7, density = 4.5, surface area = 87.962
7730: It is a sphere, r = 7, density = 3.39, surface area = 87.962
7731: It is a sphere, r = 7, density = 10.63, surface area = 87.962
7732: It is a sphere, r = 7, density = 19.76, surface area = 87.962
7733: It is a sphere, r = 7, density = 16.792, surface area = 87.962
7734: It is a sphere, r = 7, density = 9.108, surface area = 87.962
7735: It is a sphere, r = 7, density = 1.696, surface area = 87.962
7736: It is a sphere, r = 7, density = 10.781, surface area = 87.962
7737: It is a sphere, r = 7, density = 7.272, surface area = 87.962
7738: It is a sphere, r = 7, density = 4.55, surface area = 87.962
7739: It is a sphere, r = 7, density = 7.871, surface area = 87.962
7740: It is a sphere, r = 7, density = 9.396, surface area = 87.962
7741: It is a sphere, r = 7, density = 11.613, surface area = 87.962
7742: It is a sphere, r = 7, density = 1.822, surface area = 87.962
7743: It is a sphere, r = 7, density = 6.759, surface area = 87.962
7744: It is a sphere, r = 7, density = 1.511, surface area = 87.962
7745: It is a sphere, r = 7, density = 8.848, surface area = 87.962
7746: It is a sphere, r = 7, density = 2.772, surface area = 87.962
7747: It is a sphere, r = 7, density = 18.485, surface area = 87.962
7748: It is a sphere, r = 7, density = 14.827, surface area = 87.962
7749: It is a sphere, r = 7, density = 17.445, surface area = 87.962
7750: It is a sphere, r = 7, density = 14.195, surface area = 87.962
7751: It is a sphere, r = 7, density = 13.988, surface area = 87.962
7752: It is a sphere, r = 7, density = 8.497, surface area = 87.962
7753: It is a sphere, r = 7, density = 14.776, surface area = 87.962
7754: It is a sphere, r = 7, density = 2.322, surface area = 87.962
7755: It is a sphere, r = 7, density = 7.395, surface area = 87.962
7756: It is a sphere, r = 7, density = 18.379, surface area = 87.962
7757: It is a sphere, r = 7, density = 16.946, surface area = 87.962
7758: It is a sphere, r = 7, density = 15.135, surface area = 87.962
7759: It is a sphere, r = 7, density = 12.742, surface area = 87.962
7760: It is a sphere, r = 7, density = 6.994, surface area = 87.962
7761: It is a sphere, r = 7, density = 19.513, surface area = 87.962
7762: It is a sphere, r = 7, density = 3.95, surface area = 87.962
7763: It is a sphere, r = 7, density = 10.759, surface area = 87.962
7764: It is a sphere, r = 7, density = 19.229, surface area = 87.962
7765: It is a sphere, r = 7, density = 16.456, surface area = 87.962
7766: It is a sphere, r = 7, density = 11.125, surface area = 87.962
7767: It is a sphere, r = 7, density = 0.486, surface area = 87.962
7768: It is a sphere, r = 7, density = 15.09, surface area = 87.962
7769: It is a sphere, r = 7, density = 18.328, surface area = 87.962
7770: It is a sphere, r = 7, density = 13.275, surface area = 87.962
7771: It is a sphere, r = 7, density = 19.156, surface area = 87.962
7772: It is a sphere, r = 7, density = 12.009, surface area = 87.962
7773: It is a sphere, r = 7, density = 10.091, surface area = 87.962
7774: It is a sphere, r = 7, density = 13.794, surface area = 87.962
7775: It is a sphere, r = 7, density = 2.661, surface area = 87.962
7776: It is a sphere, r = 7, density = 6.711, surface area = 87.962
7777: It is a sphere, r = 7, density = 18.651, surface area = 87.962
7778: It is a sphere, r = 7, density = 0.932, surface area = 87.962
7779: It is a sphere, r = 7, density = 2.035, surface area = 87.962
7780: It is a sphere, r = 7, density = 1.512, surface area = 87.962
7781: It is a sphere, r = 7, density = 9.618, surface area = 87.962
7782: It is a sphere, r = 7, density = 4.518, surface area = 87.962
7783: It is a sphere, r = 7, density = 11.604, surface area = 87.962
7784: It is a sphere, r = 7, density = 11.919, surface area = 87.962
7785: It is a sphere, r = 7, density = 14.685, surface area = 87.962
7786: It is a sphere, r = 7, density = 13.58, surface area = 87.962
7787: It is a sphere, r = 7, density = 1.921, surface area = 87.962
7788: It is a sphere, r = 7, density = 9.665, surface area = 87.962
7789: It is a sphere, r = 7, density = 0.927, surface area = 87.962
7790: It is a sphere, r = 7, density = 15.209, surface area = 87.962
7791: It is a sphere, r = 7, density = 1.263, surface area = 87.962
7792: It is a sphere, r = 7, density = 2.73, surface area = 87.962
7793: It is a sphere, r = 7, density = 12.109, surface area = 87.962
7794: It is a sphere, r = 7, density = 10.446, surface area = 87.962
7795: It is a sphere, r = 7, density = 19.915, surface area = 87.962
7796: It is a sphere, r = 7, density = 11.492, surface area = 87.962
7797: It is a sphere, r = 7, density = 6.524, surface area = 87.962
7798: It is a sphere, r = 7, density = 18.317, surface area = 87.962
7799: It is a sphere, r = 7, density = 1.42, surface area = 87.962
7800: It is a sphere, r = 7, density = 19.684, surface area = 87.962
7801: It is a sphere, r = 7, density = 8.188, surface area = 87.962
7802: It is a sphere, r = 7, density = 5.345, surface area = 87.962
7803: It is a tetrahedron, a = 7, density = 4.426, surface area = 84.87048957087498
7804: It is a tetrahedron, a = 7, density = 2.711, surface area = 84.87048957087498
7805: It is a tetrahedron, a = 7, density = 1.407, surface area = 84.87048957087498
7806: It is a tetrahedron, a = 7, density = 9.61, surface area = 84.87048957087498
7807: It is a tetrahedron, a = 7, density = 7.125, surface area = 84.87048957087498
7808: It is a tetrahedron, a = 7, density = 17.645, surface area = 84.87048957087498
7809: It is a tetrahedron, a = 7, density = 6.706, surface area = 84.87048957087498
7810: It is a tetrahedron, a = 7, density = 7.882, surface area = 84.87048957087498
7811: It is a tetrahedron, a = 7, density = 16.878, surface area = 84.87048957087498
7812: It is a tetrahedron, a = 7, density = 3.051, surface area = 84.87048957087498
7813: It is a tetrahedron, a = 7, density = 1.839, surface area = 84.87048957087498
7814: It is a tetrahedron, a = 7, density = 5.565, surface area = 84.87048957087498
7815: It is a tetrahedron, a = 7, density = 14.237, surface area = 84.87048957087498
7816: It is a tetrahedron, a = 7, density = 5.037, surface area = 84.87048957087498
7817: It is a tetrahedron, a = 7, density = 2.193, surface area = 84.87048957087498
7818: It is a tetrahedron, a = 7, density = 7.43, surface area = 84.87048957087498
7819: It is a tetrahedron, a = 7, density = 17.943, surface area = 84.87048957087498
7820: It is a tetrahedron, a = 7, density = 2.03, surface area = 84.87048957087498
7821: It is a tetrahedron, a = 7, density = 10.691, surface area = 84.87048957087498
7822: It is a tetrahedron, a = 7, density = 13.551, surface area = 84.87048957087498
7823: It is a tetrahedron, a = 7, density = 8.293, surface area = 84.87048957087498
7824: It is a tetrahedron, a = 7, density = 18.539, surface area = 84.87048957087498
7825: It is a tetrahedron, a = 7, density = 4.493, surface area = 84.87048957087498
7826: It is a tetrahedron, a = 7, density = 8.715, surface area = 84.87048957087498
7827: It is a tetrahedron, a = 7, density = 17.049, surface area = 84.87048957087498
7828: It is a tetrahedron, a = 7, density = 10.414, surface area = 84.87048957087498
7829: It is a tetrahedron, a = 7, density = 0.746, surface area = 84.87048957087498
7830: It is a tetrahedron, a = 7, density = 7.53, surface area = 84.87048957087498
7831: It is a tetrahedron, a = 7, density = 8.318, surface area = 84.87048957087498
7832: It is a tetrahedron, a = 7, density = 16.36, surface area = 84.87048957087498
7833: It is a tetrahedron, a = 7, density = 14.433, surface area = 84.87048957087498
7834: It is a tetrahedron, a = 7, density = 17.902, surface area = 84.87048957087498
7835: It is a tetrahedron, a = 7, density = 9.932, surface area = 84.87048957087498
7836: It is a tetrahedron, a = 7, density = 2.687, surface area = 84.87048957087498
7837: It is a tetrahedron, a = 7, density = 4.664, surface area = 84.87048957087498
7838: It is a tetrahedron, a = 7, density = 6.783, surface area = 84.87048957087498
7839: It is a tetrahedron, a = 7, density = 15.619, surface area = 84.87048957087498
7840: It is a tetrahedron, a = 7, density = 15.232, surface area = 84.87048957087498
7841: It is a tetrahedron, a = 7, density = 3.778, surface area = 84.87048957087498
7842: It is a tetrahedron, a = 7, density = 14.767, surface area = 84.87048957087498
7843: It is a tetrahedron, a = 7, density = 0.74, surface area = 84.87048957087498
7844: It is a tetrahedron, a = 7, density = 9.078, surface area = 84.87048957087498
7845: It is a tetrahedron, a = 7, density = 18.172, surface area = 84.87048957087498
7846: It is a tetrahedron, a = 7, density = 10.289, surface area = 84.87048957087498
7847: It is a tetrahedron, a = 7, density = 14.54, surface area = 84.87048957087498
7848: It is a tetrahedron, a = 7, density = 6.041, surface area = 84.87048957087498
7849: It is a tetrahedron, a = 7, density = 10.187, surface area = 84.87048957087498
7850: It is a tetrahedron, a = 7, density = 11.798, surface area = 84.87048957087498
7851: It is a tetrahedron, a = 7, density = 13.575, surface area = 84.87048957087498
7852: It is a tetrahedron, a = 7, density = 0.537, surface area = 84.87048957087498
7853: It is a tetrahedron, a = 7, density = 12.718, surface area = 84.87048957087498
7854: It is a tetrahedron, a = 7, density = 1.962, surface area = 84.87048957087498
7855: It is a tetrahedron, a = 7, density = 8.706, surface area = 84.87048957087498
7856: It is a tetrahedron, a = 7, density = 13.781, surface area = 84.87048957087498
7857: It is a tetrahedron, a = 7, density = 7.193, surface area = 84.87048957087498
7858: It is a tetrahedron, a = 7, density = 12.414, surface area = 84.87048957087498
7859: It is a tetrahedron, a = 7, density = 1.622, surface area = 84.87048957087498
7860: It is a tetrahedron, a = 7, density = 5.444, surface area = 84.87048957087498
7861: It is a tetrahedron, a = 7, density = 16.109, surface area = 84.87048957087498
7862: It is a tetrahedron, a = 7, density = 7.796, surface area = 84.87048957087498
7863: It is a tetrahedron, a = 7, density = 19.232, surface area = 84.87048957087498
7864: It is a tetrahedron, a = 7, density = 16.331, surface area = 84.87048957087498
7865: It is a tetrahedron, a = 7, density = 11.618, surface area = 84.87048957087498
7866: It is a tetrahedron, a = 7, density = 10.097, surface area = 84.87048957087498
7867: It is a tetrahedron, a = 7, density = 8.848, surface area = 84.87048957087498
7868: It is a tetrahedron, a = 7, density = 18.158, surface area = 84.87048957087498
7869: It is a tetrahedron, a = 7, density = 15.546, surface area = 84.87048957087498
7870: It is a tetrahedron, a = 7, density = 5.976, surface area = 84.87048957087498
7871: It is a tetrahedron, a = 7, density = 5.368, surface area = 84.87048957087498
7872: It is a tetrahedron, a = 7, density = 10.983, surface area = 84.87048957087498
7873: It is a tetrahedron, a = 7, density = 6.375, surface area = 84.87048957087498
7874: It is a tetrahedron, a = 7, density = 6.428, surface area = 84.87048957087498
7875: It is a tetrahedron, a = 7, density = 5.93, surface area = 84.87048957087498
7876: It is a tetrahedron, a = 7, density = 18.595, surface area = 84.87048957087498
7877: It is a tetrahedron, a = 7, density = 13.991, surface area = 84.87048957087498
7878: It is a tetrahedron, a = 7, density = 3.139, surface area = 84.87048957087498
7879: It is a tetrahedron, a = 7, density = 18.16, surface area = 84.87048957087498
7880: It is a tetrahedron, a = 7, density = 19.756, surface area = 84.87048957087498
7881: It is a tetrahedron, a = 7, density = 11.629, surface area = 84.87048957087498
7882: It is a tetrahedron, a = 7, density = 7.837, surface area = 84.87048957087498
7883: It is a tetrahedron, a = 7, density = 4.736, surface area = 84.87048957087498
7884: It is a tetrahedron, a = 7, density = 9.671, surface area = 84.87048957087498
7885: It is a tetrahedron, a = 7, density = 6.877, surface area = 84.87048957087498
7886: It is a tetrahedron, a = 7, density = 12.58, surface area = 84.87048957087498
7887: It is a tetrahedron, a = 7, density = 5.105, surface area = 84.87048957087498
7888: It is a tetrahedron, a = 7, density = 15.437, surface area = 84.87048957087498
7889: It is a tetrahedron, a = 7, density = 1.975, surface area = 84.87048957087498
7890: It is a tetrahedron, a = 7, density = 2.871, surface area = 84.87048957087498
7891: It is a tetrahedron, a = 7, density = 11.538, surface area = 84.87048957087498
7892: It is a tetrahedron, a = 7, density = 0.596, surface area = 84.87048957087498
7893: It is a tetrahedron, a = 7, density = 17.336, surface area = 84.87048957087498
7894: It is a tetrahedron, a = 7, density = 3.537, surface area = 84.87048957087498
7895: It is a tetrahedron, a = 7, density = 5.907, surface area = 84.87048957087498
7896: It is a tetrahedron, a = 7, density = 9.603, surface area = 84.87048957087498
7897: It is a tetrahedron, a = 7, density = 4.07, surface area = 84.87048957087498
7898: It is a tetrahedron, a = 7, density = 7.618, surface area = 84.87048957087498
7899: It is a tetrahedron, a = 7, density = 3.957, surface area = 84.87048957087498
7900: It is a tetrahedron, a = 7, density = 15.38, surface area = 84.87048957087498
7901: It is a tetrahedron, a = 7, density = 11.442, surface area = 84.87048957087498
7902: It is a tetrahedron, a = 7, density = 16.089, surface area = 84.87048957087498
7903: It is a tetrahedron, a = 7, density = 10.359, surface area = 84.87048957087498
7904: It is a tetrahedron, a = 7, density = 14.322, surface area = 84.87048957087498
7905: It is a tetrahedron, a = 7, density = 0.145, surface area = 84.87048957087498
7906: It is a tetrahedron, a = 7, density = 8.592, surface area = 84.87048957087498
7907: It is a tetrahedron, a = 7, density = 10.454, surface area = 84.87048957087498
7908: It is a tetrahedron, a = 7, density = 11.571, surface area = 84.87048957087498
7909: It is a tetrahedron, a = 7, density = 9.949, surface area = 84.87048957087498
7910: It is a tetrahedron, a = 7, density = 4.92, surface area = 84.87048957087498
7911: It is a tetrahedron, a = 7, density = 1.829, surface area = 84.87048957087498
7912: It is a tetrahedron, a = 7, density = 12.277, surface area = 84.87048957087498
7913: It is a tetrahedron, a = 7, density = 12.975, surface area = 84.87048957087498
7914: It is a tetrahedron, a = 7, density = 19.15, surface area = 84.87048957087498
7915: It is a tetrahedron, a = 7, density = 4.589, surface area = 84.87048957087498
7916: It is a tetrahedron, a = 7, density = 14.393, surface area = 84.87048957087498
7917: It is a tetrahedron, a = 7, density = 18.142, surface area = 84.87048957087498
7918: It is a tetrahedron, a = 7, density = 14.826, surface area = 84.87048957087498
7919: It is a tetrahedron, a = 7, density = 10.302, surface area = 84.87048957087498
7920: It is a tetrahedron, a = 7, density = 3.545, surface area = 84.87048957087498
7921: It is a tetrahedron, a = 7, density = 15.207, surface area = 84.87048957087498
7922: It is a tetrahedron, a = 7, density = 16.906, surface area = 84.87048957087498
7923: It is a tetrahedron, a = 7, density = 13.695, surface area = 84.87048957087498
7924: It is a tetrahedron, a = 7, density = 14.245, surface area = 84.87048957087498
7925: It is a tetrahedron, a = 7, density = 15.429, surface area = 84.87048957087498
7926: It is a tetrahedron, a = 7, density = 14.859, surface area = 84.87048957087498
7927: It is a tetrahedron, a = 7, density = 13.467, surface area = 84.87048957087498
7928: It is a tetrahedron, a = 7, density = 1.854, surface area = 84.87048957087498
7929: It is a tetrahedron, a = 7, density = 6.5, surface area = 84.87048957087498
7930: It is a tetrahedron, a = 7, density = 7.758, surface area = 84.87048957087498
7931: It is a tetrahedron, a = 7, density = 2.197, surface area = 84.87048957087498
7932: It is a tetrahedron, a = 7, density = 10.862, surface area = 84.87048957087498
7933: It is a tetrahedron, a = 7, density = 12.386, surface area = 84.87048957087498
7934: It is a tetrahedron, a = 7, density = 17.713, surface area = 84.87048957087498
7935: It is a tetrahedron, a = 7, density = 0.686, surface area = 84.87048957087498
7936: It is a tetrahedron, a = 7, density = 0.662, surface area = 84.87048957087498
7937: It is a tetrahedron, a = 7, density = 6.256, surface area = 84.87048957087498
7938: It is a tetrahedron, a = 7, density = 10.503, surface area = 84.87048957087498
7939: It is a tetrahedron, a = 7, density = 1.646, surface area = 84.87048957087498
7940: It is a tetrahedron, a = 7, density = 8.507, surface area = 84.87048957087498
7941: It is a tetrahedron, a = 7, density = 11.427, surface area = 84.87048957087498
7942: It is a tetrahedron, a = 7, density = 0.171, surface area = 84.87048957087498
7943: It is a tetrahedron, a = 7, density = 13.076, surface area = 84.87048957087498
7944: It is a tetrahedron, a = 7, density = 10.928, surface area = 84.87048957087498
7945: It is a tetrahedron, a = 7, density = 17.003, surface area = 84.87048957087498
7946: It is a tetrahedron, a = 7, density = 6.675, surface area = 84.87048957087498
7947: It is a tetrahedron, a = 7, density = 13.427, surface area = 84.87048957087498
7948: It is a tetrahedron, a = 7, density = 19.624, surface area = 84.87048957087498
7949: It is a tetrahedron, a = 7, density = 16.412, surface area = 84.87048957087498
7950: It is a tetrahedron, a = 7, density = 18.053, surface area = 84.87048957087498
7951: It is a tetrahedron, a = 7, density = 4.747, surface area = 84.87048957087498
7952: It is a tetrahedron, a = 7, density = 2.055, surface area = 84.87048957087498
7953: It is a tetrahedron, a = 7, density = 1.928, surface area = 84.87048957087498
7954: It is a tetrahedron, a = 7, density = 8.7, surface area = 84.87048957087498
7955: It is a tetrahedron, a = 7, density = 9.206, surface area = 84.87048957087498
7956: It is a tetrahedron, a = 7, density = 7.781, surface area = 84.87048957087498
7957: It is a tetrahedron, a = 7, density = 8.626, surface area = 84.87048957087498
7958: It is a tetrahedron, a = 7, density = 4.701, surface area = 84.87048957087498
7959: It is a tetrahedron, a = 7, density = 17.391, surface area = 84.87048957087498
7960: It is a tetrahedron, a = 7, density = 9.815, surface area = 84.87048957087498
7961: It is a tetrahedron, a = 7, density = 16.714, surface area = 84.87048957087498
7962: It is a tetrahedron, a = 7, density = 2.397, surface area = 84.87048957087498
7963: It is a tetrahedron, a = 7, density = 18.185, surface area = 84.87048957087498
7964: It is a tetrahedron, a = 7, density = 4.267, surface area = 84.87048957087498
7965: It is a tetrahedron, a = 7, density = 19.775, surface area = 84.87048957087498
7966: It is a parallelepiped, a = 2, b = 13, c = 1, density = 6.733, surface area = 82.0
7967: It is a parallelepiped, a = 1, b = 20, c = 1, density = 12.149, surface area = 82.0
7968: It is a parallelepiped, a = 7, b = 3, c = 2, density = 17.48, surface area = 82.0
7969: It is a parallelepiped, a = 2, b = 13, c = 1, density = 16.095, surface area = 82.0
7970: It is a parallelepiped, a = 5, b = 6, c = 1, density = 6.319, surface area = 82.0
7971: It is a parallelepiped, a = 7, b = 2, c = 3, density = 15.648, surface area = 82.0
7972: It is a parallelepiped, a = 5, b = 1, c = 6, density = 2.982, surface area = 82.0
7973: It is a parallelepiped, a = 6, b = 5, c = 1, density = 10.963, surface area = 82.0
7974: It is a parallelepiped, a = 13, b = 2, c = 1, density = 6.869, surface area = 82.0
7975: It is a parallelepiped, a = 2, b = 7, c = 3, density = 16.34, surface area = 82.0
7976: It is a parallelepiped, a = 20, b = 1, c = 1, density = 6.842, surface area = 82.0
7977: It is a parallelepiped, a = 2, b = 13, c = 1, density = 19.111, surface area = 82.0
7978: It is a parallelepiped, a = 5, b = 1, c = 6, density = 2.403, surface area = 82.0
7979: It is a parallelepiped, a = 7, b = 2, c = 3, density = 7.211, surface area = 82.0
7980: It is a parallelepiped, a = 4, b = 3, c = 4, density = 4.914, surface area = 80.0
7981: It is a parallelepiped, a = 4, b = 1, c = 7, density = 9.662, surface area = 78.0
7982: It is a parallelepiped, a = 5, b = 3, c = 3, density = 7.828, surface area = 78.0
7983: It is a parallelepiped, a = 9, b = 3, c = 1, density = 16.216, surface area = 78.0
7984: It is a parallelepiped, a = 19, b = 1, c = 1, density = 16.121, surface area = 78.0
7985: It is a parallelepiped, a = 12, b = 1, c = 2, density = 11.005, surface area = 76.0
7986: It is a parallelepiped, a = 2, b = 4, c = 5, density = 6.22, surface area = 76.0
7987: It is a parallelepiped, a = 5, b = 4, c = 2, density = 2.351, surface area = 76.0
7988: It is a parallelepiped, a = 4, b = 2, c = 5, density = 0.381, surface area = 76.0
7989: It is a parallelepiped, a = 5, b = 4, c = 2, density = 8.041, surface area = 76.0
7990: It is a sphere, r = 6, density = 0.397, surface area = 75.396
7991: It is a sphere, r = 6, density = 17.258, surface area = 75.396
7992: It is a sphere, r = 6, density = 19.794, surface area = 75.396
7993: It is a sphere, r = 6, density = 5.801, surface area = 75.396
7994: It is a sphere, r = 6, density = 17.324, surface area = 75.396
7995: It is a sphere, r = 6, density = 9.933, surface area = 75.396
7996: It is a sphere, r = 6, density = 4.5, surface area = 75.396
7997: It is a sphere, r = 6, density = 8.702, surface area = 75.396
7998: It is a sphere, r = 6, density = 19.522, surface area = 75.396
7999: It is a sphere, r = 6, density = 17.643, surface area = 75.396
8000: It is a sphere, r = 6, density = 6.232, surface area = 75.396
8001: It is a sphere, r = 6, density = 14.992, surface area = 75.396
8002: It is a sphere, r = 6, density = 2.061, surface area = 75.396
8003: It is a sphere, r = 6, density = 12.105, surface area = 75.396
8004: It is a sphere, r = 6, density = 15.158, surface area = 75.396
8005: It is a sphere, r = 6, density = 1.449, surface area = 75.396
8006: It is a sphere, r = 6, density = 17.96, surface area = 75.396
8007: It is a sphere, r = 6, density = 0.637, surface area = 75.396
8008: It is a sphere, r = 6, density = 8.684, surface area = 75.396
8009: It is a sphere, r = 6, density = 18.883, surface area = 75.396
8010: It is a sphere, r = 6, density = 13.99, surface area = 75.396
8011: It is a sphere, r = 6, density = 3.356, surface area = 75.396
8012: It is a sphere, r = 6, density = 13.922, surface area = 75.396
8013: It is a sphere, r = 6, density = 4.627, surface area = 75.396
8014: It is a sphere, r = 6, density = 17.257, surface area = 75.396
8015: It is a sphere, r = 6, density = 6.581, surface area = 75.396
8016: It is a sphere, r = 6, density = 10.293, surface area = 75.396
8017: It is a sphere, r = 6, density = 8.107, surface area = 75.396
8018: It is a sphere, r = 6, density = 12.722, surface area = 75.396
8019: It is a sphere, r = 6, density = 14.877, surface area = 75.396
8020: It is a sphere, r = 6, density = 4.293, surface area = 75.396
8021: It is a sphere, r = 6, density = 0.468, surface area = 75.396
8022: It is a sphere, r = 6, density = 5.135, surface area = 75.396
8023: It is a sphere, r = 6, density = 7.783, surface area = 75.396
8024: It is a sphere, r = 6, density = 0.218, surface area = 75.396
8025: It is a sphere, r = 6, density = 10.857, surface area = 75.396
8026: It is a sphere, r = 6, density = 10.28, surface area = 75.396
8027: It is a sphere, r = 6, density = 16.176, surface area = 75.396
8028: It is a sphere, r = 6, density = 16.844, surface area = 75.396
8029: It is a sphere, r = 6, density = 1.015, surface area = 75.396
8030: It is a sphere, r = 6, density = 6.623, surface area = 75.396
8031: It is a sphere, r = 6, density = 18.116, surface area = 75.396
8032: It is a sphere, r = 6, density = 18.832, surface area = 75.396
8033: It is a sphere, r = 6, density = 3.331, surface area = 75.396
8034: It is a sphere, r = 6, density = 17.705, surface area = 75.396
8035: It is a sphere, r = 6, density = 7.474, surface area = 75.396
8036: It is a sphere, r = 6, density = 12.377, surface area = 75.396
8037: It is a sphere, r = 6, density = 8.999, surface area = 75.396
8038: It is a sphere, r = 6, density = 18.221, surface area = 75.396
8039: It is a sphere, r = 6, density = 1.164, surface area = 75.396
8040: It is a sphere, r = 6, density = 15.967, surface area = 75.396
8041: It is a sphere, r = 6, density = 0.902, surface area = 75.396
8042: It is a sphere, r = 6, density = 12.982, surface area = 75.396
8043: It is a sphere, r = 6, density = 13.417, surface area = 75.396
8044: It is a sphere, r = 6, density = 7.536, surface area = 75.396
8045: It is a sphere, r = 6, density = 3.559, surface area = 75.396
8046: It is a sphere, r = 6, density = 7.404, surface area = 75.396
8047: It is a sphere, r = 6, density = 4.443, surface area = 75.396
8048: It is a sphere, r = 6, density = 9.762, surface area = 75.396
8049: It is a sphere, r = 6, density = 11.238, surface area = 75.396
8050: It is a sphere, r = 6, density = 2.012, surface area = 75.396
8051: It is a sphere, r = 6, density = 12.867, surface area = 75.396
8052: It is a sphere, r = 6, density = 3.33, surface area = 75.396
8053: It is a sphere, r = 6, density = 3.169, surface area = 75.396
8054: It is a sphere, r = 6, density = 4.353, surface area = 75.396
8055: It is a sphere, r = 6, density = 3.727, surface area = 75.396
8056: It is a sphere, r = 6, density = 14.608, surface area = 75.396
8057: It is a sphere, r = 6, density = 4.31, surface area = 75.396
8058: It is a sphere, r = 6, density = 4.336, surface area = 75.396
8059: It is a sphere, r = 6, density = 2.48, surface area = 75.396
8060: It is a sphere, r = 6, density = 3.684, surface area = 75.396
8061: It is a sphere, r = 6, density = 7.938, surface area = 75.396
8062: It is a sphere, r = 6, density = 0.513, surface area = 75.396
